0.999919	-0.00197135	0.0125784	0.0212119	0.00195026	0.999997	0.00168881	-0.0258489	-0.0125817	-0.00166414	0.999919	0.999441	
0.999819	-0.00385897	0.0186494	0.0935776	0.00382908	0.999991	0.00163774	-0.0458847	-0.0186556	-0.00156603	0.999825	1.99662	
0.999817	-0.00702242	0.0177758	0.21338	0.00701925	0.999975	0.000240759	-0.0513468	-0.017777	-0.000115942	0.999842	2.9894	
0.999844	-0.008732	0.0153344	0.203186	0.00876304	0.99996	-0.00195837	-0.0225019	-0.0153167	0.00209244	0.999881	3.98893	
0.999905	-0.012092	0.00667142	0.237578	0.0121138	0.999921	-0.00323041	-0.0727016	-0.00663184	0.00331092	0.999973	4.98708	
0.99989	-0.0138687	-0.00524866	0.204034	0.0138414	0.999891	-0.00520082	-0.0931697	0.00532022	0.0051276	0.999973	5.98631	
0.999654	-0.0133311	-0.0226839	0.182125	0.0132006	0.999895	-0.00589407	-0.0852049	0.0227601	0.00559259	0.999725	6.98604	
0.999066	-0.00878897	-0.0423086	0.116719	0.00852986	0.999944	-0.00630098	-0.0838957	0.0423616	0.00593421	0.999085	7.98389	
0.998118	-0.00479617	-0.06113	-0.0249392	0.00440115	0.999969	-0.00659507	-0.129976	0.0611597	0.00631362	0.998108	8.97274	
0.996664	-0.00365706	-0.0815334	-0.0977778	0.00305033	0.999967	-0.00756477	-0.13845	0.0815583	0.00729083	0.996642	9.97004	
0.994713	-0.00508645	-0.102564	-0.226353	0.00433849	0.999962	-0.00751441	-0.127219	0.102598	0.00702971	0.994698	10.9617	
0.992636	-0.00626812	-0.120975	-0.453025	0.00552044	0.999964	-0.00651467	-0.150119	0.121011	0.00579886	0.992634	11.9354	
0.990197	-0.0055943	-0.139567	-0.564447	0.0048421	0.999972	-0.00572851	-0.162731	0.139595	0.00499656	0.990196	12.9291	
0.987791	-0.00377198	-0.155741	-0.705815	0.00290759	0.999979	-0.00577766	-0.144925	0.155759	0.00525429	0.987781	13.9189	
0.985538	-0.00260542	-0.169436	-0.892721	0.00152924	0.999978	-0.00648173	-0.15563	0.16945	0.00612888	0.98552	14.9012	
0.983388	-0.0042679	-0.181468	-1.14106	0.00297916	0.999968	-0.00737373	-0.168459	0.181494	0.00671061	0.983369	15.8698	
0.98159	-0.00812907	-0.190827	-1.35285	0.00643135	0.999934	-0.00951432	-0.190546	0.190892	0.00811189	0.981578	16.8468	
0.980232	-0.00795869	-0.19769	-1.62372	0.0057148	0.999913	-0.0119185	-0.184853	0.197767	0.0105532	0.980192	17.8094	
0.978624	-0.00731177	-0.205526	-1.79932	0.00454825	0.999893	-0.0139154	-0.179089	0.205605	0.0126831	0.978553	18.7939	
