0.999997	-0.00178289	-0.0016355	0.18171	0.00177679	0.999991	-0.00372691	0.188604	0.00164213	0.003724	0.999992	0.755917	
0.999999	-0.000889096	-0.000626893	0.276078	0.000887688	0.999997	-0.00224272	0.209696	0.000628885	0.00224216	0.999997	1.55005	
0.999983	0.00187177	0.00552504	0.31456	-0.00186502	0.999998	-0.00122761	0.205696	-0.00552733	0.00121729	0.999984	2.34912	
0.999757	0.00423934	0.02164	0.332004	-0.00419812	0.999989	-0.0019499	0.318362	-0.021648	0.00185858	0.999764	3.14095	
0.999401	0.00456867	0.0343087	0.376049	-0.00450455	0.999988	-0.00194605	0.383692	-0.0343172	0.00179033	0.999409	3.93706	
0.999166	0.00132964	0.0407999	0.47714	-0.00131039	0.999999	-0.00049857	0.358533	-0.0408005	0.000444691	0.999167	4.73025	
0.998335	0.00347855	0.0575702	0.18144	-0.00342865	0.999994	-0.000965568	0.408988	-0.0575732	0.000766572	0.998341	5.47188	
0.998568	0.00176531	0.0534754	0.397648	-0.00149025	0.999985	-0.00518307	0.562934	-0.0534837	0.00509595	0.998556	6.22657	
0.998666	-0.00337418	0.0515258	0.487315	0.00398508	0.999923	-0.0117581	0.705999	-0.0514821	0.0119477	0.998602	7.00855	
0.998932	-0.0039838	0.0460352	0.680933	0.00465756	0.999883	-0.0145377	0.810267	-0.0459719	0.0147366	0.998834	7.77773	
0.999319	-0.00590759	0.0364242	0.818943	0.00642143	0.999881	-0.0140063	0.803837	-0.0363371	0.0142307	0.999238	8.56571	
0.999741	-0.00791205	0.0213567	0.88889	0.0082227	0.999861	-0.0144975	0.804122	-0.021239	0.0146693	0.999667	9.36264	
0.999957	-0.00930133	-0.000353338	0.93326	0.00929429	0.999822	-0.0164017	0.850513	0.000505833	0.0163977	0.999865	10.1601	
0.999867	-0.00758388	-0.0144179	0.943797	0.00734075	0.999831	-0.0168413	0.877845	0.0145432	0.0167333	0.999754	10.9595	
0.999578	-0.00223789	-0.0289704	0.95302	0.00173511	0.999848	-0.0173686	0.964569	0.0290048	0.017311	0.999429	11.7548	
0.999407	-0.00244102	-0.0343456	1.16689	0.00187242	0.999861	-0.0165777	0.954999	0.0343813	0.0165036	0.999273	12.5256	
0.999572	-0.0015886	-0.0292066	1.16658	0.00112347	0.999872	-0.0159353	0.993491	0.0292281	0.0158957	0.999446	13.3247	
0.999517	-0.000599377	-0.0310602	1.38904	2.86422e-05	0.999831	-0.0183723	1.13978	0.031066	0.0183625	0.999349	14.0791	
0.999523	0.000249104	-0.0308666	1.50389	-0.000850786	0.99981	-0.0194814	1.24011	0.0308558	0.0194984	0.999334	14.8644	
0.999569	0.000494626	-0.0293466	1.56806	-0.00104519	0.999824	-0.0187483	1.28111	0.0293322	0.0187709	0.999393	15.6607	
0.999572	-0.00146509	-0.029204	1.71537	0.0009772	0.99986	-0.0167134	1.32263	0.0292244	0.0166778	0.999434	16.446	
0.99967	-0.00165419	-0.0256431	1.73202	0.00123819	0.999868	-0.0162302	1.37658	0.0256665	0.0161931	0.999539	17.244	
0.999767	0.000187303	-0.0215629	1.64001	-0.000546229	0.999861	-0.0166409	1.43477	0.0215568	0.0166488	0.999629	18.0365	
